bo_kom_today,sognekode,sogn,Inviterede_i_sognet,Antal_inviteret_ikke_booket,Andel_inviteret_ikke_booket,Andel_booket,Andel_påbegyndt,Andel_færdigvaccineret
Ringkøbing-Skjern,8769,"Videbæk,Ringk-Skjern",3397,337,10%,0%,1%,89%
Ringkøbing-Skjern,8770,"S Lem,Ringkøb-Skjern",679,89,13%,0%,1%,85%
Ringkøbing-Skjern,8771,"Ølstrup,Ringk-Skjern",429,78,18%,1%,2%,79%
Ringkøbing-Skjern,8772,"Dejbjerg,Ring-Skjern",374,38,10%,0%,2%,88%
Ringkøbing-Skjern,8773,"Hanning,Ringk-Skjern",437,101,23%,0%,1%,76%
Ringkøbing-Skjern,8774,"Stauning,Ringk-Skjer",653,80,12%,0%,1%,87%
Ringkøbing-Skjern,8775,"Bølling,Ringk-Skjern",289,47,16%,1%,2%,81%
Ringkøbing-Skjern,8776,"Sædding,Ringk-Skjern",462,63,14%,0%,2%,84%
Ringkøbing-Skjern,8777,"Borris,Ringkø-Skjern",1147,200,17%,0%,1%,81%
Ringkøbing-Skjern,8778,"Faster,Ringkøbing-Sk",752,131,17%,0%,2%,81%
Ringkøbing-Skjern,8779,"S Bork,Ringk-Skjern",343,49,14%,0%,1%,85%
Ringkøbing-Skjern,8780,"N Bork,Ringkø-Skjern",380,41,11%,0%,1%,88%
Ringkøbing-Skjern,8781,"Hemmet,Ringkø-Skjern",505,100,20%,0%,2%,78%
Ringkøbing-Skjern,8782,"S Vium,Ringk-Skjern",389,72,19%,0%,1%,81%
Ringkøbing-Skjern,8783,"Lønborg,Ringk-Skjern",692,115,17%,0%,1%,83%
Ringkøbing-Skjern,8784,"Egvad,Ringkøb-Skjern",247,41,17%,0%,1%,83%
Ringkøbing-Skjern,8785,"Ådum,Ringkøb-Skjern",605,127,21%,0%,1%,78%
Ringkøbing-Skjern,8786,"Hoven,Ringkøb-Skjern",492,100,20%,0%,1%,78%
Ringkøbing-Skjern,8788,"Lyne,Ringkøbi-Skjern",472,111,24%,0%,2%,75%
Ringkøbing-Skjern,9122,"Tarm,Ringkøb-Skjern",3625,416,11%,0%,1%,87%
Ringkøbing-Skjern,9124,"Troldhede,Ringk-Skje",646,133,21%,0%,2%,78%
Ringkøbing-Skjern,9172,"Hvide Sande Sogn,R-S",1019,124,12%,0%,2%,86%
Ringkøbing-Skjern,9275,"Væggersk,Ring-Skjern",280,49,18%,0%,1%,81%
Ringkøbing-Skjern,9276,"Finderup,Ring-Skjern",296,63,21%,0%,2%,77%
Ringkøbing-Skjern,9277,"Fjelsterv,Rin-Skjern",569,88,15%,0%,2%,83%
Ringkøbing-Skjern,9278,"Haurvig,Ring-Skjern",206,22,11%,0%,1%,88%
Ringkøbing-Skjern,9279,"Lyngvig,Ring-Skjern",1693,184,11%,0%,2%,87%
Ringkøbing-Skjern,9280,"Lem,Ring-Skjern",1213,145,12%,0%,1%,87%
Ringsted,,,117,57,49%,0%,4%,47%
Ringsted,7340,"Gyrstinge,Ringsted",709,105,15%,0%,1%,84%
Ringsted,7343,"Bringstrup,Ringsted",367,81,22%,0%,0%,78%
Ringsted,7344,"Sigersted,Ringsted",413,89,22%,1%,1%,76%
Ringsted,7363,"Ringsted,Ringsted",15558,2427,16%,0%,1%,83%
Ringsted,7364,"Benløse,Ringsted",5029,772,15%,0%,1%,83%
Ringsted,7367,"Jystrup,Ringsted",962,94,10%,0%,1%,90%
Ringsted,7368,"Valsølille,Ringsted",362,49,14%,0%,1%,86%
Ringsted,7369,"Vigersted,Ringsted",1217,172,14%,0%,1%,85%
Ringsted,7370,"Kværkeby,Ringsted",1096,162,15%,0%,1%,84%
Ringsted,7371,"Nordrupøster,Ringstd",517,68,13%,0%,0%,86%
Ringsted,7372,"Farendløse,Ringsted",497,81,16%,0%,1%,82%
Ringsted,7373,"Vetterslev,Ringsted",638,97,15%,0%,0%,84%
Ringsted,7374,"Høm,Ringsted",580,77,13%,0%,2%,85%
Ringsted,7376,"Sneslev,Ringsted",592,79,13%,0%,1%,85%
Ringsted,7378,"Ørslev,Ringsted",756,133,18%,0%,2%,81%
Ringsted,9322,Haralds-Allinde Sogn,1175,179,15%,0%,1%,84%
Roskilde,,,246,111,45%,0%,2%,53%
Roskilde,7156,"Domkirkens,Roskilde",17575,1940,11%,0%,1%,88%
Roskilde,7157,"Søndre,Roskilde",8270,1095,13%,0%,2%,85%
Roskilde,7158,"Vor Frue,Roskilde",1120,173,15%,0%,1%,83%
Roskilde,7159,"Skt Jørgensbj,Roskld",9095,1093,12%,0%,1%,87%
Roskilde,7160,"Himmelev,Roskilde",11734,1107,9%,0%,1%,89%
Roskilde,7161,"Hvedstrup,Roskilde",533,51,10%,0%,1%,89%
Roskilde,7166,"Svogerslev,Roskilde",3728,267,7%,0%,1%,92%
Roskilde,7167,"Ågerup,Roskilde",1997,239,12%,0%,1%,87%
Roskilde,7168,"Kirkerup,Roskilde",691,111,16%,0%,1%,83%
Roskilde,7169,"Jyllinge,Roskilde",9037,811,9%,0%,1%,90%
Roskilde,7170,"Gundsømagle,Roskild",2600,275,11%,0%,1%,88%
Roskilde,7197,"Vindinge,Roskilde",2672,266,10%,0%,1%,89%
Roskilde,7198,"Snoldelev,Roskilde",1214,221,18%,0%,1%,81%
Roskilde,7210,"Gadstrup,Roskilde",1815,191,11%,0%,1%,88%
Roskilde,7211,"Syv,Roskilde",3625,335,9%,0%,1%,90%
Roskilde,7212,"Ørsted,Roskilde",346,60,17%,0%,1%,82%
Roskilde,7213,"Dåstrup,Roskilde",1395,123,9%,0%,1%,90%
Rudersdal,,,179,61,34%,0%,1%,65%
Rudersdal,7125,"Søllerød,Rudersdal",6847,483,7%,0%,1%,91%
Rudersdal,7126,"Vedbæk,Rudersdal",6532,504,8%,0%,1%,91%
Rudersdal,7127,"Ny Holte,Rudersdal",5568,397,7%,0%,1%,91%
Rudersdal,7128,"Gl Holte,Rudersdal",4650,471,10%,0%,1%,88%
Rudersdal,7129,"Nærum,Rudersdal",5145,661,13%,0%,1%,86%
Rudersdal,7448,"Bistrup,Rudersdal",7651,744,10%,0%,1%,89%
Rudersdal,9310,"Høsterkøb,Rudersdal",2702,244,9%,0%,1%,90%
Rudersdal,9311,"Birkerød,Ruderdals",9775,843,9%,0%,1%,90%
Rødovre,,,197,89,45%,0%,2%,53%
Rødovre,7137,"Rødovre,Rødovre",12534,2108,17%,0%,2%,81%
Rødovre,7138,"Grøndalslund,Rødovre",6825,878,13%,0%,2%,85%
Rødovre,7139,"Islev,Rødovre",9956,1666,17%,0%,1%,82%
Rødovre,7140,"Hendriksholm,Rødovre",5628,960,17%,0%,2%,81%
Samsø,9183,"Samsø,Samsø",3393,333,10%,0%,1%,89%
Silkeborg,,,250,85,34%,0%,5%,61%
Silkeborg,7992,"Vinding,Silkeborg",259,45,17%,0%,2%,81%
Silkeborg,7993,"Bryrup,Silkeborg",1592,185,12%,0%,1%,87%
Silkeborg,7998,"Them,Silkeborg",4221,436,10%,0%,1%,88%
Silkeborg,8007,"Vrads,Silkeborg",448,76,17%,0%,1%,82%
Silkeborg,8017,"Silkeborg,Silkeborg",5925,679,11%,0%,1%,87%
Silkeborg,8018,"Mariehøj,Silkeborg",6604,652,10%,0%,1%,89%
Silkeborg,8019,"Alderslyst,Silkebg",10000,1363,14%,0%,2%,85%
Silkeborg,8020,"Linå,Silkeborg",3025,324,11%,0%,1%,88%
Silkeborg,8021,"Voel,Silkeborg",1662,165,10%,0%,2%,88%
Silkeborg,8025,"Skorup,Silkeborg",211,56,27%,0%,2%,72%
Silkeborg,8026,"Tvilum,Silkeborg",1708,356,21%,0%,1%,78%
Silkeborg,8027,"Gjern,Silkeborg",1104,117,11%,0%,2%,88%
Silkeborg,8028,"Skannerup,Silkeborg",687,62,9%,0%,1%,90%
Silkeborg,8031,"Dallerup,Silkeborg",1445,182,13%,0%,1%,87%
Silkeborg,8496,"Balle,Silkeborg",10490,849,8%,0%,1%,91%
Silkeborg,8590,"Vium,Silkeborg",567,63,11%,0%,1%,88%
Silkeborg,8592,"Sjørslev,Silkeborg",932,144,15%,0%,2%,82%
Silkeborg,8596,"Grønbæk,Silkeborg",2475,254,10%,0%,1%,88%
Silkeborg,8597,"Levring,Silkeborg",459,56,12%,0%,1%,87%
Silkeborg,8598,"Hørup,Silkeborg",4548,492,11%,0%,1%,88%
Silkeborg,8599,"Hinge,Silkeborg",488,74,15%,0%,0%,84%
Silkeborg,8600,"Vinderslev,Silkeborg",1001,133,13%,0%,1%,86%
Silkeborg,8601,"Thorning,Silkeborg",1799,244,14%,0%,2%,85%
Silkeborg,8604,"Serup,Silkeborg",555,57,10%,0%,1%,89%
Silkeborg,8605,"Lemming,Silkeborg",595,88,15%,0%,1%,84%
Silkeborg,8606,"Gødvad,Silkeborg",6580,729,11%,0%,2%,87%
Silkeborg,8607,"Svostrup,Silkeborg",1180,160,14%,0%,1%,85%
Silkeborg,8608,"Sejling,Silkeborg",820,101,12%,0%,2%,86%
Silkeborg,8609,"Sinding,Silkeborg",410,48,12%,0%,1%,87%
Silkeborg,8610,"Kragelund,Silkeborg",1080,106,10%,0%,1%,89%
Silkeborg,8611,"Funder,Silkeborg",2908,338,12%,0%,2%,87%
Silkeborg,9132,"Virklund,Silkeborg",3023,213,7%,0%,1%,91%
Silkeborg,9143,"Sejs-Svejbæk,Silkebg",3794,303,8%,0%,1%,91%
Silkeborg,9213,"Grathe,Silkeborg",290,52,18%,0%,0%,82%
Skanderborg,,,93,27,29%,0%,2%,69%
Skanderborg,7988,"Gl Rye,Skanderborg",1795,207,12%,0%,1%,87%
Skanderborg,7990,"Voerladegård,Skander",772,69,9%,0%,1%,90%
Skanderborg,8010,"Stilling,Skanderborg",3357,194,6%,0%,1%,93%
Skanderborg,8011,"Blegind,Skanderborg",666,65,10%,0%,1%,89%
Skanderborg,8012,"Hørning,Skanderborg",6521,519,8%,0%,1%,91%
Skanderborg,8013,"Adslev,Skanderborg",396,46,12%,0%,2%,86%
Skanderborg,8014,"Dover,Skanderborg",1230,155,13%,0%,2%,86%
Skanderborg,8015,"Veng,Skanderborg",987,112,11%,0%,1%,88%
Skanderborg,8016,"Mesing,Skanderborg",283,39,14%,0%,1%,85%
Skanderborg,8032,"Låsby,Skanderborg",2059,208,10%,0%,1%,89%
Skanderborg,8033,"Alling,Skanderborg",218,21,10%,0%,1%,89%
Skanderborg,8034,"Tulstrup,Skanderborg",627,40,6%,0%,1%,93%
Skanderborg,8035,"Fruering,Skanderborg",1810,138,8%,0%,1%,92%
Skanderborg,8036,"Vitved,Aarhus",231,22,10%,0%,1%,90%
Skanderborg,8039,"Ovsted,Skanderborg",1076,109,10%,0%,1%,89%
Skanderborg,8040,"Tåning,Skanderborg",251,27,11%,0%,2%,87%
Skanderborg,8041,"Hylke,Skanderborg",703,70,10%,0%,2%,88%
Skanderborg,8075,"Sjelle,Skanderborg",406,54,13%,0%,1%,86%
Skanderborg,8076,"Skjørring,Skanderbor",354,42,12%,0%,2%,86%
Skanderborg,8077,"Skivholme,Skanderbor",1071,184,17%,0%,1%,82%
Skanderborg,8078,"Skovby,Skanderborg",3213,246,8%,0%,1%,91%
Skanderborg,8083,"Storring,Skanderborg",489,53,11%,0%,2%,87%
Skanderborg,8084,"Stjær,Skanderborg",961,71,7%,0%,0%,92%
Skanderborg,8085,"Galten,Skanderborg",4293,289,7%,0%,1%,92%
Skanderborg,9104,"Ry,Skanderborg",5416,372,7%,0%,1%,92%
Skanderborg,9166,"Skanderborg,Skanderb",14072,1125,8%,0%,1%,91%
Skive,,,104,37,36%,0%,6%,59%
Skive,8499,"Kobberup,Skive",1073,95,9%,0%,1%,90%
Skive,8538,"Durup,Skive",779,113,15%,0%,1%,84%
Skive,8539,"Tøndering,Skive",238,18,8%,0%,0%,92%
Skive,8540,"Roslev,Skive",1142,99,9%,0%,1%,90%
Skive,8541,"Rybjerg,Skive",176,12,7%,1%,1%,91%
Skive,8542,"Hjerk,Skive",280,22,8%,0%,1%,91%
Skive,8543,"Harre,Skive",259,39,15%,0%,1%,84%
Skive,8544,"Nautrup,Skive",238,28,12%,0%,3%,85%
Skive,8545,"Vile,Skive",139,<10,,,,
Skive,8546,"Glyngøre,Skive",1355,88,6%,0%,1%,92%
Skive,8547,"Sæby,Skive",115,15,13%,0%,0%,87%
Skive,8548,"Fuur,Skive",695,52,7%,0%,1%,92%
Skive,8549,"Rødding,Skive",1212,152,13%,0%,1%,86%
Skive,8550,"Lihme,Skive",609,39,6%,0%,1%,93%
Skive,8551,"Balling,Skive",1149,139,12%,0%,1%,86%
Skive,8552,"Volling,Skive",73,<10,,,,
Skive,8553,"Krejbjerg,Skive",263,29,11%,0%,0%,89%
Skive,8554,"Håsum,Skive",174,24,14%,0%,2%,84%
Skive,8555,"Ramsing,Skive",468,71,15%,0%,1%,83%
Skive,8556,"Lem,Skive",664,78,12%,0%,2%,86%
Skive,8557,"Vejby,Skive",127,23,18%,0%,1%,81%
Skive,8558,"Højslev,Skive",1362,146,11%,0%,1%,88%
Skive,8559,"Dommerby,Skive",1043,77,7%,0%,1%,91%
Skive,8560,"Lundø,Skive",143,<10,,,,
Skive,8561,"Ørslevkloster,Skive",913,117,13%,0%,1%,86%
Skive,8562,"Ørum,Skive",182,21,12%,0%,1%,88%
Skive,8572,"Skive,Skive",9217,994,11%,0%,2%,87%
Skive,8573,"Resen,Skive",2839,183,6%,0%,1%,93%
Skive,8574,"Hem,Skive",577,69,12%,0%,2%,86%
Skive,8575,"Hindborg,Skive",79,14,18%,1%,5%,76%
Skive,8576,"Dølby,Skive",178,40,22%,0%,2%,75%
Skive,8577,"Oddense,Skive",673,76,11%,0%,0%,88%
Skive,8578,"Otting,Skive",67,<10,,,,
Skive,8581,"Selde,Skive",417,63,15%,0%,0%,84%
Skive,8582,"Åsted,Skive",288,44,15%,0%,1%,84%
Skive,8583,"Junget,Skive",220,38,17%,0%,0%,82%
Skive,8584,"Thorum,Skive",250,43,17%,0%,4%,79%
Skive,8585,"Grinderslev,Skive",1078,115,11%,0%,1%,88%
Skive,8586,"Grønning,Skive",197,16,8%,0%,3%,89%
Skive,8587,"Thise,Skive",314,27,9%,0%,1%,90%
Skive,8588,"Jebjerg,Skive",1091,113,10%,0%,1%,89%
Skive,8589,"Lyby,Skive",318,44,14%,0%,0%,86%
Skive,9085,"Egeris,Skive",5977,534,9%,0%,1%,90%
Skive,9199,Estvad-Rønbjerg Sogn,687,80,12%,0%,2%,87%
Skive,9326,"Brønd-Hvidbj, Skive",566,75,13%,0%,2%,85%
Slagelse,,,255,119,47%,0%,4%,49%
Slagelse,7233,"Havrebjerg,Slagelse",527,66,13%,0%,0%,87%
Slagelse,7308,"Skælskør,Slagelse",3588,480,13%,0%,1%,85%
Slagelse,7309,"Eggeslevmagle,Slagel",2786,373,13%,0%,1%,85%
Slagelse,7310,"Høve,Slagelse",271,50,18%,0%,1%,81%
Slagelse,7311,"Flakkebjerg,Slagelse",614,92,15%,0%,1%,84%
Slagelse,7312,"Skørpinge,Slagelse",208,39,19%,0%,3%,78%
Slagelse,7313,"Fårdrup,Slagelse",244,41,17%,0%,2%,81%
Slagelse,7314,"Sørbymagle,Slagelse",1344,137,10%,0%,1%,89%
Slagelse,7315,"Kirkerup,Slagelse",292,34,12%,0%,2%,87%
Slagelse,7316,"Gimlinge,Slagelse",1190,156,13%,0%,1%,86%
Slagelse,7319,"Hyllested,Slagelse",304,55,18%,0%,0%,82%
Slagelse,7320,"Venslev,Slagelse",159,24,15%,0%,1%,84%
Slagelse,7321,"Holsteinborg,Slagels",820,94,11%,0%,1%,88%
Slagelse,7322,"Ørslev,Slagelse",204,21,10%,0%,0%,89%
Slagelse,7323,"S Bjerge,Slagelse",290,41,14%,0%,1%,85%
Slagelse,7324,"Tjæreby,Slagelse",630,89,14%,0%,1%,84%
Slagelse,7325,"Magleby,Slagelse",459,59,13%,0%,0%,87%
Slagelse,7326,"Agersø,Slagelse",173,11,6%,1%,1%,92%
Slagelse,7327,"Omø,Slagelse",152,14,9%,0%,1%,90%
Slagelse,7345,"Skt Mikkels,Slagelse",9029,1590,18%,0%,1%,81%
Slagelse,7346,"Hejninge,Slagelse",149,18,12%,0%,2%,86%
Slagelse,7347,"Skt Peders,Slagelse",8983,1056,12%,0%,1%,87%
Slagelse,7348,"Skt Povls,Slagelse",6665,859,13%,0%,1%,86%
Slagelse,7349,"Tårnborg,Slagelse",2532,328,13%,0%,1%,86%
Slagelse,7350,"Sønderup,Slagelse",375,59,16%,0%,1%,83%
Slagelse,7351,"Nordrupvester,Slagel",296,39,13%,0%,1%,86%
Slagelse,7352,"Gudum,Slagelse",82,<10,,,,
Slagelse,7353,"Sorterup,Slagelse",301,35,12%,0%,1%,88%
Slagelse,7354,"Ottestrup,Slagelse",989,91,9%,0%,1%,90%
Slagelse,7355,"Slots Bjergby,Slagel",867,99,11%,0%,2%,87%
Slagelse,7356,"Sludstrup,Slagelse",263,33,13%,0%,1%,87%
Slagelse,7357,"Lundforlund,Slagelse",143,33,23%,1%,1%,76%
Slagelse,7358,"Gerlev,Slagelse",210,29,14%,0%,2%,84%
Slagelse,7359,"Kr Stillinge,Slagels",2270,176,8%,0%,1%,92%
Slagelse,7360,"Vemmelev,Slagelse",2490,317,13%,0%,1%,86%
Slagelse,7361,"Hemmeshøj,Slagelse",363,66,18%,0%,2%,80%
Slagelse,7362,"Boeslunde,Slagelse",1242,168,14%,0%,1%,86%
Slagelse,7385,"Kindertofte,Slagelse",148,18,12%,0%,2%,86%
Slagelse,9070,"Halskov,Slagelse",6272,1202,19%,0%,2%,79%
Slagelse,9144,"Nørrevangs,Slagelse",7024,1256,18%,0%,2%,81%
Slagelse,9160,"Antvorskov,Slagelse",5044,769,15%,0%,1%,83%
Solrød,,,63,23,37%,0%,5%,59%
Solrød,7201,"Karlstrup,Solrød",2625,309,12%,0%,1%,87%
Solrød,7202,"Havdrup,Solrød",3835,437,11%,0%,1%,87%
Solrød,7203,"Solrød,Solrød",7707,728,9%,0%,1%,89%
Solrød,7204,"Jersie,Solrød",5457,614,11%,0%,1%,88%
Solrød,7205,"Kr Skensved,Solrød",281,41,15%,0%,1%,84%
Sorø,,,104,46,44%,0%,3%,53%
Sorø,7227,"Ruds Vedby,Sorø",1782,280,16%,0%,1%,83%
Sorø,7228,"Tersløse,Sorø",4105,515,13%,0%,1%,86%
Sorø,7229,"Skellebjerg,Sorø",402,61,15%,0%,1%,84%
Sorø,7230,"Niløse,Sorø",624,103,17%,0%,1%,82%
Sorø,7245,"Stenlille,Sorø",2157,279,13%,0%,1%,86%
Sorø,7338,"Munke Bjergby,Sorø",1078,129,12%,0%,1%,87%
Sorø,7339,"Bromme,Sorø",333,59,18%,0%,1%,82%
Sorø,7341,"Kr Flinterup,Sorø",269,47,17%,0%,1%,81%
Sorø,7342,"Stenmagle,Sorø",1298,210,16%,0%,1%,83%
Sorø,7383,"Sorø,Sorø",4766,477,10%,0%,1%,89%
Sorø,7384,"Pedersborg,Sorø",2623,249,9%,0%,1%,90%
Sorø,7386,"Lynge,Sorø",4044,301,7%,0%,1%,92%
Sorø,7387,"Vester Broby,Sorø",345,36,10%,0%,1%,89%
Sorø,7388,"Alsted,Sorø",435,53,12%,0%,1%,87%
Sorø,7389,"Fjenneslev,Sorø",908,127,14%,0%,1%,85%
Sorø,7390,"Slaglille,Sorø",456,43,9%,0%,1%,90%
Sorø,7391,"Bjernede,Sorø",520,51,10%,0%,1%,90%
Stevns,,,91,41,45%,0%,3%,52%
Stevns,7493,"Ll Heddinge,Stevns",1002,120,12%,0%,1%,87%
Stevns,7494,"Havnelev,Stevns",1297,143,11%,0%,1%,88%
Stevns,7495,"Magleby,Stevns",1154,190,16%,0%,1%,82%
Stevns,7496,"Holtug,Stevns",520,87,17%,0%,1%,82%
Stevns,7497,"Strøby,Stevns",5191,535,10%,0%,1%,89%
Stevns,7498,"Varpelev,Stevns",233,62,27%,0%,1%,73%
Stevns,7526,"Hellested,Stevns",1003,145,14%,0%,1%,84%
Stevns,7542,"Valløby,Stevns",891,112,13%,0%,1%,86%
Stevns,7543,"Tårnby,Stevns",255,50,20%,0%,0%,80%
Stevns,7544,"Hårlev,Stevns",2772,310,11%,0%,1%,88%
Stevns,7545,"Himlingøje,Stevns",268,42,16%,0%,1%,83%
Stevns,7546,"Endeslev,Stevns",438,57,13%,0%,0%,87%
Stevns,7547,"Vråby,Stevns",265,27,10%,0%,3%,87%
Stevns,7548,"St Heddinge,Stevns",4121,514,12%,0%,1%,86%
Stevns,7549,"Højerup,Stevns",227,27,12%,0%,0%,88%
Stevns,7550,"Lyderslev,Stevns",630,90,14%,0%,1%,85%
Stevns,7551,"Frøslev,Stevns",298,46,15%,0%,1%,84%
Struer,,,45,22,49%,0%,7%,44%
Struer,8655,"Hvidbjerg,Struer",1437,199,14%,0%,1%,85%
Struer,8656,"Lyngs,Struer",245,36,15%,0%,1%,84%
Struer,8657,"Søndbjerg,Struer",225,29,13%,0%,1%,86%
Struer,8658,"Odby,Struer",404,53,13%,0%,1%,86%
Struer,8659,"Jegindø,Struer",369,39,11%,0%,1%,89%
Struer,8816,"Struer,Struer",7178,828,12%,0%,2%,87%
Struer,8817,"Gimsing,Struer",1927,203,11%,0%,2%,88%
Struer,8818,"Vejrum,Struer",437,50,11%,0%,1%,87%
Struer,8820,"Hjerm,Struer",1139,105,9%,0%,1%,90%
Struer,8822,"Ølby,Struer",217,21,10%,1%,2%,87%
Struer,8823,"Asp,Struer",971,99,10%,0%,1%,89%
Struer,8824,"Fousing,Struer",282,33,12%,0%,1%,88%
Struer,8853,"Resen,Struer",1033,115,11%,0%,1%,88%
Struer,8854,"Humlum,Struer",2108,121,6%,0%,1%,93%
Struer,8855,"Venø,Struer",164,<10,,,,
Struer,9208,"Hjerm Østre,Struer",321,25,8%,0%,2%,91%
Svendborg,,,185,84,45%,0%,3%,51%
Svendborg,7675,"Vor Frue,Svendborg",7155,1058,15%,0%,2%,83%
Svendborg,7676,"Skt Nikolai,Svendbg",2693,298,11%,0%,1%,88%
Svendborg,7677,"Skt Jørgens,Svendbg",4785,368,8%,0%,1%,91%
Svendborg,7678,"Sørup,Svendborg",3372,447,13%,0%,2%,85%
Svendborg,7679,"Skårup,Svendborg",2404,163,7%,0%,1%,92%
Svendborg,7680,"Tved,Svendborg",2513,203,8%,0%,1%,91%
Svendborg,7681,"Egense,Svendborg",2383,149,6%,0%,1%,93%
Svendborg,7682,"Ø Skerninge,Svendbor",796,76,10%,0%,1%,89%
Svendborg,7683,"Hundstrup,Svendborg",503,72,14%,0%,2%,83%
Svendborg,7684,"Ollerup,Svendborg",1107,184,17%,0%,2%,81%
Svendborg,7685,"Kirkeby,Svendborg",1197,134,11%,0%,1%,87%
Svendborg,7686,"Stenstrup,Svendborg",1863,196,11%,0%,1%,89%
Svendborg,7687,"Lunde,Svendborg",437,62,14%,0%,1%,85%
Svendborg,7689,"Thurø,Svendborg",3122,181,6%,0%,1%,94%
Svendborg,7690,"Bregninge,Svendborg",3563,250,7%,0%,1%,92%
Svendborg,7691,"Landet,Svendborg",944,107,11%,0%,1%,88%
Svendborg,7692,"Bjerreby,Svendborg",941,92,10%,0%,1%,89%
Svendborg,7693,"Drejø,Svendborg",89,<10,,,,
Svendborg,7699,"V Skerninge,Svendbor",1133,123,11%,0%,1%,88%
Svendborg,7700,"Ulbølle,Svendborg",804,100,12%,0%,1%,86%
Svendborg,7719,"Oure,Svendborg",653,75,11%,0%,1%,87%
Svendborg,7720,"Vejstrup,Svendborg",522,62,12%,0%,2%,87%
Svendborg,7721,"Gudme,Svendborg",1058,99,9%,0%,1%,90%
Svendborg,7722,"Brudager,Svendborg",294,32,11%,0%,1%,88%
Svendborg,7723,"Gudbjerg,Svendborg",1134,131,12%,0%,2%,87%
Svendborg,7772,"Hesselager,Svendborg",1300,139,11%,0%,2%,88%
Svendborg,9139,"Fredens,Svendborg",4443,415,9%,0%,1%,89%
Svendborg,9258,"Lundeborg,Svendborg",502,26,5%,0%,2%,93%
Syddjurs,,,132,58,44%,0%,4%,52%
Syddjurs,8172,"Hyllested,Syddjurs",302,45,15%,0%,1%,84%
Syddjurs,8173,"Rosmus,Syddjurs",744,118,16%,0%,1%,83%
Syddjurs,8174,"Tirstrup,Syddjurs",653,86,13%,0%,1%,86%
Syddjurs,8175,"Fuglslev,Syddjurs",271,33,12%,0%,1%,86%
Syddjurs,8176,"Feldballe,Syddjurs",825,126,15%,0%,2%,83%
Syddjurs,8177,"Nødager,Syddjurs",616,115,19%,0%,1%,80%
Syddjurs,8178,"Kolind,Syddjurs",1683,151,9%,0%,1%,90%
Syddjurs,8179,"Ebdrup,Syddjurs",178,16,9%,0%,0%,91%
Syddjurs,8180,"Skarresø,Syddjurs",291,36,12%,0%,1%,86%
Syddjurs,8219,"Marie Magd,Syddjurs",3057,350,11%,0%,1%,87%
Syddjurs,8220,"Koed,Syddjurs",374,35,9%,0%,2%,89%
Syddjurs,8223,"Hvilsager,Syddjurs",545,71,13%,0%,1%,86%
Syddjurs,8224,"Lime,Syddjurs",491,69,14%,0%,1%,85%
Syddjurs,8225,"Mygind,Syddjurs",95,<10,,,,
Syddjurs,8226,"Krogsbæk,Syddjurs",307,24,8%,0%,1%,92%
Syddjurs,8227,"Skørring,Syddjurs",220,20,9%,0%,1%,90%
Syddjurs,8228,"Søby,Syddjurs",307,26,8%,0%,1%,91%
Syddjurs,8229,"Skader,Syddjurs",170,36,21%,1%,0%,78%
Syddjurs,8230,"Halling,Syddjurs",202,29,14%,0%,3%,82%
Syddjurs,8242,"Thorsager,Syddjurs",1755,147,8%,0%,1%,90%
Syddjurs,8243,"Bregnet,Syddjurs",4649,355,8%,0%,1%,91%
Syddjurs,8244,"Mørke,Syddjurs",1811,199,11%,0%,1%,88%
Syddjurs,8245,"Hornslet,Syddjurs",5989,425,7%,0%,1%,92%
Syddjurs,8253,"Tved,Syddjurs",745,57,8%,0%,1%,91%
Syddjurs,8254,"Agri,Syddjurs",487,55,11%,1%,1%,87%
Syddjurs,8255,"Egens,Syddjurs",166,22,13%,0%,1%,86%
Syddjurs,8256,"Knebel,Syddjurs",716,34,5%,0%,1%,94%
Syddjurs,8257,"Rolsø,Syddjurs",453,39,9%,0%,1%,90%
Syddjurs,8258,"Vistoft,Syddjurs",479,56,12%,0%,2%,86%
Syddjurs,8259,"Helgenæs,Syddjurs",428,56,13%,0%,1%,86%
Syddjurs,9171,Ebeltoft-Dråby-Handr,8047,749,9%,0%,1%,90%
Syddjurs,9193,"Nim.Tøst,Syddjurs Km",967,145,15%,0%,1%,84%
Sønderborg,,,161,62,39%,0%,2%,59%
Sønderborg,8988,"Skt Marie,Sønderborg",9184,1301,14%,0%,1%,84%
Sønderborg,8989,"Christians,Sønderbg",9541,1366,14%,0%,2%,84%
Sønderborg,8990,"Augustenborg,Sønderb",2165,235,11%,0%,1%,88%
Sønderborg,8991,"Ketting,Sønderborg",1165,106,9%,0%,2%,89%
Sønderborg,8992,"Ulkebøl,Sønderborg",4972,637,13%,0%,1%,86%
Sønderborg,8993,"Notmark,Sønderborg",1358,183,13%,0%,1%,86%
Sønderborg,8994,"Asserballe,Sønderbor",752,84,11%,0%,1%,88%
Sønderborg,8995,"Tandslet,Sønderborg",898,123,14%,0%,1%,85%
Sønderborg,8996,"Hørup,Sønderborg",2872,215,7%,0%,1%,92%
Sønderborg,8997,"Lysabild,Sønderborg",1283,193,15%,0%,1%,84%
Sønderborg,8998,"Kegnæs,Sønderborg",499,66,13%,0%,1%,86%
Sønderborg,8999,"Nordborg,Sønderborg",3349,468,14%,0%,2%,84%
Sønderborg,9000,"Svenstrup,Sønderborg",1084,165,15%,0%,1%,84%
