Dato,NyePositive_PCR,NyePositive_Antigen,AntalTest_PCR,AntalTest_Antigen,Dødsfald,Nyindlæggelser
2020-01-27,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-28,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-29,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-30,0.0,0.0,0.14285714285714285,0.0,0.0,0.0
2020-01-31,0.0,0.0,0.14285714285714285,0.0,0.0,0.0
2020-02-01,0.0,0.0,0.14285714285714285,0.0,0.0,0.0
2020-02-02,0.0,0.0,0.14285714285714285,0.0,0.0,0.0
2020-02-03,0.0,0.0,0.14285714285714285,0.0,0.0,0.0
2020-02-04,0.0,0.0,0.14285714285714285,0.0,0.0,0.0
2020-02-05,0.0,0.0,0.14285714285714285,0.0,0.0,0.0
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0
